Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 2, 'n_embd': 512, 'window_pattern': 'SSMM'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 12,845,312
  scalars                 : 14
  total                   : 29,622,542
Estimated FLOPs per token: 1.187528e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.010814 | lrm: 1.00 | dt: 16585ms | tok/sec: 3,951 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01278 (71.4%) | loss: 3.191626 | lrm: 0.52 | dt: 170ms | tok/sec: 386,004 | mfu: 4.6% | epoch: 1 | remaining: 86s    
step 01279 (71.5%) | loss: 3.191374 | lrm: 0.52 | dt: 170ms | tok/sec: 386,457 | mfu: 4.6% | epoch: 1 | remaining: 85s    
step 01280 (71.5%) | loss: 3.194806 | lrm: 0.52 | dt: 169ms | tok/sec: 388,410 | mfu: 4.7% | epoch: 1 | remaining: 85s    
step 01281 (71.6%) | loss: 3.185568 | lrm: 0.52 | dt: 170ms | tok/sec: 386,117 | mfu: 4.6% | epoch: 1 | remaining: 85s    
step 01282 (71.6%) | loss: 3.180150 | lrm: 0.52 | dt: 168ms | tok/sec: 390,370 | mfu: 4.7% | epoch: 1 | remaining: 85s    
step 01283 (71.7%) | loss: 3.177962 | lrm: 0.51 | dt: 169ms | tok/sec: 387,772 | mfu: 4.7% | epoch: 1 | remaining: 85s    
step 01284 (71.7%) | loss: 3.176820 | lrm: 0.51 | dt: 170ms | tok/sec: 386,404 | mfu: 4.6% | epoch: 1 | remaining: 85s    
step 01285 (71.8%) | loss: 3.170681 | lrm: 0.51 | dt: 170ms | tok/sec: 385,231 | mfu: 4.6% | epoch: 1 | remaining: 84s    
step 01286 (71.9%) | loss: 3.174219 | lrm: 0.51 | dt: 170ms | tok/sec: 386,049 | mfu: 4.6% | epoch: 1 | remaining: 84s    
step 01287 (71.9%) | loss: 3.171628 | lrm: 0.51 | dt: 169ms | tok/sec: 386,933 | mfu: 4.6% | epoch: 1 | remaining: 84s    
step 01288 (72.0%) | loss: 3.174252 | lrm: 0.51 | dt: 168ms | tok/sec: 389,855 | mfu: 4.7% | epoch: 1 | remaining: 84s    
step 01289 (72.0%) | loss: 3.174653 | lrm: 0.51 | dt: 170ms | tok/sec: 385,657 | mfu: 4.6% | epoch: 1 | remaining: 84s    
step 01290 (72.1%) | loss: 3.176302 | lrm: 0.51 | dt: 170ms | tok/sec: 385,961 | mfu: 4.6% | epoch: 1 | remaining: 84s    
step 01291 (72.1%) | loss: 3.184433 | lrm: 0.51 | dt: 171ms | tok/sec: 382,596 | mfu: 4.6% | epoch: 1 | remaining: 83s    
step 01292 (72.2%) | loss: 3.187086 | lrm: 0.51 | dt: 168ms | tok/sec: 389,072 | mfu: 4.7% | epoch: 1 | remaining: 83s    
step 01293 (72.3%) | loss: 3.177942 | lrm: 0.50 | dt: 169ms | tok/sec: 386,806 | mfu: 4.6% | epoch: 1 | remaining: 83s    
step 01294 (72.3%) | loss: 3.172075 | lrm: 0.50 | dt: 169ms | tok/sec: 388,324 | mfu: 4.7% | epoch: 1 | remaining: 83s    
step 01295 (72.4%) | loss: 3.180482 | lrm: 0.50 | dt: 169ms | tok/sec: 388,181 | mfu: 4.7% | epoch: 1 | remaining: 83s    
step 01296 (72.4%) | loss: 3.175709 | lrm: 0.50 | dt: 169ms | tok/sec: 388,508 | mfu: 4.7% | epoch: 1 | remaining: 83s    
step 01297 (72.5%) | loss: 3.178411 | lrm: 0.50 | dt: 170ms | tok/sec: 385,721 | mfu: 4.6% | epoch: 1 | remaining: 82s    
step 01298 (72.5%) | loss: 3.181105 | lrm: 0.50 | dt: 170ms | tok/sec: 386,602 | mfu: 4.6% | epoch: 1 | remaining: 82s    
step 01299 (72.6%) | loss: 3.183261 | lrm: 0.50 | dt: 168ms | tok/sec: 389,053 | mfu: 4.7% | epoch: 1 | remaining: 82s    
step 01300 (72.7%) | loss: 3.176077 | lrm: 0.50 | dt: 170ms | tok/sec: 386,179 | mfu: 4.6% | epoch: 1 | remaining: 82s    
step 01301 (72.7%) | loss: 3.176380 | lrm: 0.50 | dt: 169ms | tok/sec: 387,183 | mfu: 4.6% | epoch: 1 | remaining: 82s    
step 01302 (72.8%) | loss: 3.179683 | lrm: 0.50 | dt: 169ms | tok/sec: 388,320 | mfu: 4.7% | epoch: 1 | remaining: 82s    
step 01303 (72.8%) | loss: 3.181433 | lrm: 0.49 | dt: 171ms | tok/sec: 382,606 | mfu: 4.6% | epoch: 1 | remaining: 81s    
step 01304 (72.9%) | loss: 3.184455 | lrm: 0.49 | dt: 169ms | tok/sec: 387,893 | mfu: 4.7% | epoch: 1 | remaining: 81s    
step 01305 (72.9%) | loss: 3.191591 | lrm: 0.49 | dt: 169ms | tok/sec: 388,309 | mfu: 4.7% | epoch: 1 | remaining: 81s    
step 01306 (73.0%) | loss: 3.194861 | lrm: 0.49 | dt: 168ms | tok/sec: 390,714 | mfu: 4.7% | epoch: 1 | remaining: 81s    
step 01307 (73.0%) | loss: 3.194717 | lrm: 0.49 | dt: 171ms | tok/sec: 384,039 | mfu: 4.6% | epoch: 1 | remaining: 81s    
step 01308 (73.1%) | loss: 3.198466 | lrm: 0.49 | dt: 171ms | tok/sec: 382,700 | mfu: 4.6% | epoch: 1 | remaining: 81s    
step 01309 (73.2%) | loss: 3.195031 | lrm: 0.49 | dt: 170ms | tok/sec: 385,497 | mfu: 4.6% | epoch: 1 | remaining: 80s    
step 01310 (73.2%) | loss: 3.194981 | lrm: 0.49 | dt: 169ms | tok/sec: 388,509 | mfu: 4.7% | epoch: 1 | remaining: 80s    
step 01311 (73.3%) | loss: 3.181188 | lrm: 0.49 | dt: 169ms | tok/sec: 387,413 | mfu: 4.6% | epoch: 1 | remaining: 80s    
step 01312 (73.3%) | loss: 3.174402 | lrm: 0.48 | dt: 168ms | tok/sec: 389,283 | mfu: 4.7% | epoch: 1 | remaining: 80s    
step 01313 (73.4%) | loss: 3.168782 | lrm: 0.48 | dt: 171ms | tok/sec: 383,277 | mfu: 4.6% | epoch: 1 | remaining: 80s    
step 01314 (73.4%) | loss: 3.163497 | lrm: 0.48 | dt: 167ms | tok/sec: 391,444 | mfu: 4.7% | epoch: 1 | remaining: 80s    
step 01315 (73.5%) | loss: 3.174062 | lrm: 0.48 | dt: 171ms | tok/sec: 382,939 | mfu: 4.6% | epoch: 1 | remaining: 79s    
step 01316 (73.6%) | loss: 3.162878 | lrm: 0.48 | dt: 168ms | tok/sec: 389,649 | mfu: 4.7% | epoch: 1 | remaining: 79s    
step 01317 (73.6%) | loss: 3.177466 | lrm: 0.48 | dt: 170ms | tok/sec: 384,884 | mfu: 4.6% | epoch: 1 | remaining: 79s    
step 01318 (73.7%) | loss: 3.174076 | lrm: 0.48 | dt: 167ms | tok/sec: 392,594 | mfu: 4.7% | epoch: 1 | remaining: 79s    
step 01319 (73.7%) | loss: 3.179086 | lrm: 0.48 | dt: 168ms | tok/sec: 390,011 | mfu: 4.7% | epoch: 1 | remaining: 79s    
step 01320 (73.8%) | loss: 3.181978 | lrm: 0.48 | dt: 170ms | tok/sec: 386,384 | mfu: 4.6% | epoch: 1 | remaining: 78s    
step 01321 (73.8%) | loss: 3.185640 | lrm: 0.48 | dt: 170ms | tok/sec: 386,622 | mfu: 4.6% | epoch: 1 | remaining: 78s    
step 01322 (73.9%) | loss: 3.186061 | lrm: 0.47 | dt: 169ms | tok/sec: 388,173 | mfu: 4.7% | epoch: 1 | remaining: 78s    
step 01323 (73.9%) | loss: 3.185421 | lrm: 0.47 | dt: 170ms | tok/sec: 386,519 | mfu: 4.6% | epoch: 1 | remaining: 78s    
step 01324 (74.0%) | loss: 3.183065 | lrm: 0.47 | dt: 169ms | tok/sec: 386,838 | mfu: 4.6% | epoch: 1 | remaining: 78s    
step 01325 (74.1%) | loss: 3.182303 | lrm: 0.47 | dt: 170ms | tok/sec: 385,203 | mfu: 4.6% | epoch: 1 | remaining: 78s    
step 01326 (74.1%) | loss: 3.169395 | lrm: 0.47 | dt: 168ms | tok/sec: 389,576 | mfu: 4.7% | epoch: 1 | remaining: 77s    
step 01327 (74.2%) | loss: 3.174238 | lrm: 0.47 | dt: 171ms | tok/sec: 382,973 | mfu: 4.6% | epoch: 1 | remaining: 77s    
step 01328 (74.2%) | loss: 3.188504 | lrm: 0.47 | dt: 168ms | tok/sec: 389,219 | mfu: 4.7% | epoch: 1 | remaining: 77s    
step 01329 (74.3%) | loss: 3.187532 | lrm: 0.47 | dt: 170ms | tok/sec: 385,477 | mfu: 4.6% | epoch: 1 | remaining: 77s    
step 01330 (74.3%) | loss: 3.181230 | lrm: 0.47 | dt: 170ms | tok/sec: 385,414 | mfu: 4.6% | epoch: 1 | remaining: 77s    
step 01331 (74.4%) | loss: 3.176340 | lrm: 0.47 | dt: 170ms | tok/sec: 386,263 | mfu: 4.6% | epoch: 1 | remaining: 77s    
step 01332 (74.5%) | loss: 3.180895 | lrm: 0.46 | dt: 170ms | tok/sec: 386,606 | mfu: 4.6% | epoch: 1 | remaining: 76s    
step 01333 (74.5%) | loss: 3.174071 | lrm: 0.46 | dt: 170ms | tok/sec: 386,001 | mfu: 4.6% | epoch: 1 | remaining: 76s    
step 01334 (74.6%) | loss: 3.165147 | lrm: 0.46 | dt: 169ms | tok/sec: 387,580 | mfu: 4.7% | epoch: 1 | remaining: 76s    
step 01335 (74.6%) | loss: 3.174281 | lrm: 0.46 | dt: 169ms | tok/sec: 388,140 | mfu: 4.7% | epoch: 1 | remaining: 76s    
step 01336 (74.7%) | loss: 3.178030 | lrm: 0.46 | dt: 170ms | tok/sec: 384,666 | mfu: 4.6% | epoch: 1 | remaining: 76s    
step 01337 (74.7%) | loss: 3.172040 | lrm: 0.46 | dt: 169ms | tok/sec: 387,573 | mfu: 4.7% | epoch: 1 | remaining: 76s    
step 01338 (74.8%) | loss: 3.169835 | lrm: 0.46 | dt: 170ms | tok/sec: 384,825 | mfu: 4.6% | epoch: 1 | remaining: 75s    
step 01339 (74.9%) | loss: 3.171145 | lrm: 0.46 | dt: 168ms | tok/sec: 389,245 | mfu: 4.7% | epoch: 1 | remaining: 75s    
step 01340 (74.9%) | loss: 3.174019 | lrm: 0.46 | dt: 171ms | tok/sec: 384,181 | mfu: 4.6% | epoch: 1 | remaining: 75s    
step 01341 (75.0%) | loss: 3.171862 | lrm: 0.46 | dt: 169ms | tok/sec: 387,383 | mfu: 4.6% | epoch: 1 | remaining: 75s    
step 01342 (75.0%) | loss: 3.171916 | lrm: 0.45 | dt: 168ms | tok/sec: 389,800 | mfu: 4.7% | epoch: 1 | remaining: 75s    
step 01343 (75.1%) | loss: 3.172520 | lrm: 0.45 | dt: 169ms | tok/sec: 387,446 | mfu: 4.6% | epoch: 1 | remaining: 75s    
step 01344 (75.1%) | loss: 3.167840 | lrm: 0.45 | dt: 170ms | tok/sec: 386,300 | mfu: 4.6% | epoch: 1 | remaining: 74s    
step 01345 (75.2%) | loss: 3.174636 | lrm: 0.45 | dt: 170ms | tok/sec: 386,599 | mfu: 4.6% | epoch: 1 | remaining: 74s    
step 01346 (75.2%) | loss: 3.171288 | lrm: 0.45 | dt: 170ms | tok/sec: 385,647 | mfu: 4.6% | epoch: 1 | remaining: 74s    
step 01347 (75.3%) | loss: 3.168267 | lrm: 0.45 | dt: 169ms | tok/sec: 386,910 | mfu: 4.6% | epoch: 1 | remaining: 74s    
step 01348 (75.4%) | loss: 3.174544 | lrm: 0.45 | dt: 176ms | tok/sec: 372,882 | mfu: 4.5% | epoch: 1 | remaining: 74s    
step 01349 (75.4%) | loss: 3.177091 | lrm: 0.45 | dt: 173ms | tok/sec: 379,848 | mfu: 4.6% | epoch: 1 | remaining: 74s    
step 01350 (75.5%) | loss: 3.184230 | lrm: 0.45 | dt: 177ms | tok/sec: 369,910 | mfu: 4.4% | epoch: 1 | remaining: 73s    
step 01351 (75.5%) | loss: 3.174609 | lrm: 0.44 | dt: 175ms | tok/sec: 375,536 | mfu: 4.5% | epoch: 1 | remaining: 73s    
step 01352 (75.6%) | loss: 3.169604 | lrm: 0.44 | dt: 174ms | tok/sec: 376,442 | mfu: 4.5% | epoch: 1 | remaining: 73s    
step 01353 (75.7%) | loss: 3.171188 | lrm: 0.44 | dt: 174ms | tok/sec: 376,314 | mfu: 4.5% | epoch: 1 | remaining: 73s    
step 01354 (75.7%) | loss: 3.170713 | lrm: 0.44 | dt: 174ms | tok/sec: 377,685 | mfu: 4.5% | epoch: 1 | remaining: 73s    
step 01355 (75.8%) | loss: 3.175613 | lrm: 0.44 | dt: 168ms | tok/sec: 391,075 | mfu: 4.7% | epoch: 1 | remaining: 73s    
step 01356 (75.8%) | loss: 3.182020 | lrm: 0.44 | dt: 170ms | tok/sec: 385,633 | mfu: 4.6% | epoch: 1 | remaining: 72s    
step 01357 (75.9%) | loss: 3.191956 | lrm: 0.44 | dt: 167ms | tok/sec: 392,032 | mfu: 4.7% | epoch: 1 | remaining: 72s    
step 01358 (75.9%) | loss: 3.198468 | lrm: 0.44 | dt: 168ms | tok/sec: 390,029 | mfu: 4.7% | epoch: 1 | remaining: 72s    
step 01359 (76.0%) | loss: 3.195590 | lrm: 0.44 | dt: 168ms | tok/sec: 389,361 | mfu: 4.7% | epoch: 1 | remaining: 72s    
step 01360 (76.0%) | loss: 3.191438 | lrm: 0.44 | dt: 170ms | tok/sec: 384,943 | mfu: 4.6% | epoch: 1 | remaining: 72s    
step 01361 (76.1%) | loss: 3.188960 | lrm: 0.43 | dt: 168ms | tok/sec: 390,392 | mfu: 4.7% | epoch: 1 | remaining: 72s    
step 01362 (76.2%) | loss: 3.185883 | lrm: 0.43 | dt: 170ms | tok/sec: 385,168 | mfu: 4.6% | epoch: 1 | remaining: 71s    
step 01363 (76.2%) | loss: 3.176339 | lrm: 0.43 | dt: 170ms | tok/sec: 386,531 | mfu: 4.6% | epoch: 1 | remaining: 71s    
step 01364 (76.3%) | loss: 3.182935 | lrm: 0.43 | dt: 167ms | tok/sec: 391,318 | mfu: 4.7% | epoch: 1 | remaining: 71s    
step 01365 (76.3%) | loss: 3.185013 | lrm: 0.43 | dt: 168ms | tok/sec: 389,171 | mfu: 4.7% | epoch: 1 | remaining: 71s    
step 01366 (76.4%) | loss: 3.191557 | lrm: 0.43 | dt: 168ms | tok/sec: 389,642 | mfu: 4.7% | epoch: 1 | remaining: 71s    
step 01367 (76.4%) | loss: 3.187612 | lrm: 0.43 | dt: 168ms | tok/sec: 390,608 | mfu: 4.7% | epoch: 1 | remaining: 71s    
step 01368 (76.5%) | loss: 3.179028 | lrm: 0.43 | dt: 168ms | tok/sec: 388,992 | mfu: 4.7% | epoch: 1 | remaining: 70s    
step 01369 (76.6%) | loss: 3.174582 | lrm: 0.43 | dt: 168ms | tok/sec: 389,265 | mfu: 4.7% | epoch: 1 | remaining: 70s    
step 01370 (76.6%) | loss: 3.177618 | lrm: 0.43 | dt: 168ms | tok/sec: 389,892 | mfu: 4.7% | epoch: 1 | remaining: 70s    
step 01371 (76.7%) | loss: 3.164751 | lrm: 0.42 | dt: 168ms | tok/sec: 390,588 | mfu: 4.7% | epoch: 1 | remaining: 70s    
step 01372 (76.7%) | loss: 3.171936 | lrm: 0.42 | dt: 170ms | tok/sec: 385,568 | mfu: 4.6% | epoch: 1 | remaining: 70s    
step 01373 (76.8%) | loss: 3.165029 | lrm: 0.42 | dt: 167ms | tok/sec: 392,057 | mfu: 4.7% | epoch: 1 | remaining: 69s    
step 01374 (76.8%) | loss: 3.162038 | lrm: 0.42 | dt: 169ms | tok/sec: 387,872 | mfu: 4.7% | epoch: 1 | remaining: 69s    
step 01375 (76.9%) | loss: 3.152662 | lrm: 0.42 | dt: 168ms | tok/sec: 389,813 | mfu: 4.7% | epoch: 1 | remaining: 69s    
step 01376 (76.9%) | loss: 3.159786 | lrm: 0.42 | dt: 168ms | tok/sec: 391,041 | mfu: 4.7% | epoch: 1 | remaining: 69s    
step 01377 (77.0%) | loss: 3.164331 | lrm: 0.42 | dt: 168ms | tok/sec: 390,147 | mfu: 4.7% | epoch: 1 | remaining: 69s    
step 01378 (77.1%) | loss: 3.158811 | lrm: 0.42 | dt: 167ms | tok/sec: 391,768 | mfu: 4.7% | epoch: 1 | remaining: 69s    
step 01379 (77.1%) | loss: 3.158257 | lrm: 0.42 | dt: 168ms | tok/sec: 389,805 | mfu: 4.7% | epoch: 1 | remaining: 68s    
step 01380 (77.2%) | loss: 3.170956 | lrm: 0.42 | dt: 168ms | tok/sec: 389,394 | mfu: 4.7% | epoch: 1 | remaining: 68s    
step 01381 (77.2%) | loss: 3.165049 | lrm: 0.41 | dt: 168ms | tok/sec: 390,681 | mfu: 4.7% | epoch: 1 | remaining: 68s    
step 01382 (77.3%) | loss: 3.166242 | lrm: 0.41 | dt: 169ms | tok/sec: 387,787 | mfu: 4.7% | epoch: 1 | remaining: 68s    
step 01383 (77.3%) | loss: 3.171451 | lrm: 0.41 | dt: 168ms | tok/sec: 389,160 | mfu: 4.7% | epoch: 1 | remaining: 68s    
step 01384 (77.4%) | loss: 3.173197 | lrm: 0.41 | dt: 171ms | tok/sec: 384,346 | mfu: 4.6% | epoch: 1 | remaining: 68s    
step 01385 (77.5%) | loss: 3.173965 | lrm: 0.41 | dt: 168ms | tok/sec: 389,399 | mfu: 4.7% | epoch: 1 | remaining: 67s    
step 01386 (77.5%) | loss: 3.171756 | lrm: 0.41 | dt: 169ms | tok/sec: 387,756 | mfu: 4.7% | epoch: 1 | remaining: 67s    
step 01387 (77.6%) | loss: 3.172852 | lrm: 0.41 | dt: 167ms | tok/sec: 392,723 | mfu: 4.7% | epoch: 1 | remaining: 67s    
step 01388 (77.6%) | loss: 3.171306 | lrm: 0.41 | dt: 171ms | tok/sec: 382,278 | mfu: 4.6% | epoch: 1 | remaining: 67s    
step 01389 (77.7%) | loss: 3.173869 | lrm: 0.41 | dt: 167ms | tok/sec: 391,498 | mfu: 4.7% | epoch: 1 | remaining: 67s    
step 01390 (77.7%) | loss: 3.174046 | lrm: 0.40 | dt: 168ms | tok/sec: 389,757 | mfu: 4.7% | epoch: 1 | remaining: 67s    
step 01391 (77.8%) | loss: 3.169763 | lrm: 0.40 | dt: 168ms | tok/sec: 389,950 | mfu: 4.7% | epoch: 1 | remaining: 66s    
step 01392 (77.8%) | loss: 3.160352 | lrm: 0.40 | dt: 170ms | tok/sec: 386,437 | mfu: 4.6% | epoch: 1 | remaining: 66s    
step 01393 (77.9%) | loss: 3.158746 | lrm: 0.40 | dt: 168ms | tok/sec: 390,660 | mfu: 4.7% | epoch: 1 | remaining: 66s    
step 01394 (78.0%) | loss: 3.160016 | lrm: 0.40 | dt: 167ms | tok/sec: 391,791 | mfu: 4.7% | epoch: 1 | remaining: 66s    
step 01395 (78.0%) | loss: 3.163536 | lrm: 0.40 | dt: 169ms | tok/sec: 388,404 | mfu: 4.7% | epoch: 1 | remaining: 66s    
step 01396 (78.1%) | loss: 3.153378 | lrm: 0.40 | dt: 169ms | tok/sec: 386,847 | mfu: 4.6% | epoch: 1 | remaining: 66s    
step 01397 (78.1%) | loss: 3.156354 | lrm: 0.40 | dt: 168ms | tok/sec: 390,332 | mfu: 4.7% | epoch: 1 | remaining: 65s    
step 01398 (78.2%) | loss: 3.164099 | lrm: 0.40 | dt: 170ms | tok/sec: 386,580 | mfu: 4.6% | epoch: 1 | remaining: 65s    
step 01399 (78.2%) | loss: 3.158515 | lrm: 0.40 | dt: 167ms | tok/sec: 392,021 | mfu: 4.7% | epoch: 1 | remaining: 65s    
step 01400 (78.3%) | loss: 3.166296 | lrm: 0.39 | dt: 168ms | tok/sec: 390,417 | mfu: 4.7% | epoch: 1 | remaining: 65s    
step 01401 (78.4%) | loss: 3.161887 | lrm: 0.39 | dt: 168ms | tok/sec: 389,066 | mfu: 4.7% | epoch: 1 | remaining: 65s    
step 01402 (78.4%) | loss: 3.173454 | lrm: 0.39 | dt: 168ms | tok/sec: 390,938 | mfu: 4.7% | epoch: 1 | remaining: 65s    
step 01403 (78.5%) | loss: 3.160453 | lrm: 0.39 | dt: 168ms | tok/sec: 389,366 | mfu: 4.7% | epoch: 1 | remaining: 64s    
step 01404 (78.5%) | loss: 3.157797 | lrm: 0.39 | dt: 168ms | tok/sec: 389,524 | mfu: 4.7% | epoch: 1 | remaining: 64s    
step 01405 (78.6%) | loss: 3.158411 | lrm: 0.39 | dt: 169ms | tok/sec: 388,891 | mfu: 4.7% | epoch: 1 | remaining: 64s    
step 01406 (78.6%) | loss: 3.149389 | lrm: 0.39 | dt: 167ms | tok/sec: 391,693 | mfu: 4.7% | epoch: 1 | remaining: 64s    
step 01407 (78.7%) | loss: 3.138670 | lrm: 0.39 | dt: 169ms | tok/sec: 387,579 | mfu: 4.7% | epoch: 1 | remaining: 64s    
step 01408 (78.7%) | loss: 3.134314 | lrm: 0.39 | dt: 169ms | tok/sec: 387,897 | mfu: 4.7% | epoch: 1 | remaining: 64s    
step 01409 (78.8%) | loss: 3.139400 | lrm: 0.39 | dt: 168ms | tok/sec: 389,813 | mfu: 4.7% | epoch: 1 | remaining: 63s    
step 01410 (78.9%) | loss: 3.143002 | lrm: 0.38 | dt: 169ms | tok/sec: 387,382 | mfu: 4.6% | epoch: 1 | remaining: 63s    
step 01411 (78.9%) | loss: 3.137223 | lrm: 0.38 | dt: 168ms | tok/sec: 390,770 | mfu: 4.7% | epoch: 1 | remaining: 63s    
step 01412 (79.0%) | loss: 3.143368 | lrm: 0.38 | dt: 167ms | tok/sec: 391,929 | mfu: 4.7% | epoch: 1 | remaining: 63s    
step 01413 (79.0%) | loss: 3.161711 | lrm: 0.38 | dt: 167ms | tok/sec: 392,190 | mfu: 4.7% | epoch: 1 | remaining: 63s    
step 01414 (79.1%) | loss: 3.162598 | lrm: 0.38 | dt: 169ms | tok/sec: 386,985 | mfu: 4.6% | epoch: 1 | remaining: 63s    
step 01415 (79.1%) | loss: 3.161526 | lrm: 0.38 | dt: 168ms | tok/sec: 389,659 | mfu: 4.7% | epoch: 1 | remaining: 62s    
step 01416 (79.2%) | loss: 3.158611 | lrm: 0.38 | dt: 169ms | tok/sec: 388,483 | mfu: 4.7% | epoch: 1 | remaining: 62s    
step 01417 (79.2%) | loss: 3.164273 | lrm: 0.38 | dt: 168ms | tok/sec: 389,493 | mfu: 4.7% | epoch: 1 | remaining: 62s    
step 01418 (79.3%) | loss: 3.162374 | lrm: 0.38 | dt: 169ms | tok/sec: 387,169 | mfu: 4.6% | epoch: 1 | remaining: 62s    
step 01419 (79.4%) | loss: 3.159557 | lrm: 0.38 | dt: 174ms | tok/sec: 376,310 | mfu: 4.5% | epoch: 1 | remaining: 62s    
step 01420 (79.4%) | loss: 3.155738 | lrm: 0.37 | dt: 168ms | tok/sec: 389,155 | mfu: 4.7% | epoch: 1 | remaining: 62s    
step 01421 (79.5%) | loss: 3.147332 | lrm: 0.37 | dt: 169ms | tok/sec: 387,958 | mfu: 4.7% | epoch: 1 | remaining: 61s    
step 01422 (79.5%) | loss: 3.136225 | lrm: 0.37 | dt: 171ms | tok/sec: 383,854 | mfu: 4.6% | epoch: 1 | remaining: 61s    
step 01423 (79.6%) | loss: 3.129174 | lrm: 0.37 | dt: 168ms | tok/sec: 390,998 | mfu: 4.7% | epoch: 1 | remaining: 61s    
step 01424 (79.6%) | loss: 3.141086 | lrm: 0.37 | dt: 168ms | tok/sec: 389,497 | mfu: 4.7% | epoch: 1 | remaining: 61s    
step 01425 (79.7%) | loss: 3.134445 | lrm: 0.37 | dt: 168ms | tok/sec: 389,937 | mfu: 4.7% | epoch: 1 | remaining: 61s    
step 01426 (79.8%) | loss: 3.130276 | lrm: 0.37 | dt: 167ms | tok/sec: 391,322 | mfu: 4.7% | epoch: 1 | remaining: 61s    
step 01427 (79.8%) | loss: 3.135975 | lrm: 0.37 | dt: 168ms | tok/sec: 389,951 | mfu: 4.7% | epoch: 1 | remaining: 60s    
step 01428 (79.9%) | loss: 3.131701 | lrm: 0.37 | dt: 170ms | tok/sec: 385,868 | mfu: 4.6% | epoch: 1 | remaining: 60s    
step 01429 (79.9%) | loss: 3.127733 | lrm: 0.37 | dt: 167ms | tok/sec: 392,098 | mfu: 4.7% | epoch: 1 | remaining: 60s    
step 01430 (80.0%) | loss: 3.133690 | lrm: 0.36 | dt: 168ms | tok/sec: 389,754 | mfu: 4.7% | epoch: 1 | remaining: 60s    
step 01431 (80.0%) | loss: 3.138053 | lrm: 0.36 | dt: 169ms | tok/sec: 386,725 | mfu: 4.6% | epoch: 1 | remaining: 60s    
step 01432 (80.1%) | loss: 3.144097 | lrm: 0.36 | dt: 167ms | tok/sec: 391,388 | mfu: 4.7% | epoch: 1 | remaining: 60s    
step 01433 (80.1%) | loss: 3.150807 | lrm: 0.36 | dt: 168ms | tok/sec: 390,464 | mfu: 4.7% | epoch: 1 | remaining: 59s    
step 01434 (80.2%) | loss: 3.160826 | lrm: 0.36 | dt: 170ms | tok/sec: 386,217 | mfu: 4.6% | epoch: 1 | remaining: 59s    
step 01435 (80.3%) | loss: 3.147753 | lrm: 0.36 | dt: 168ms | tok/sec: 391,055 | mfu: 4.7% | epoch: 1 | remaining: 59s    
step 01436 (80.3%) | loss: 3.147884 | lrm: 0.36 | dt: 167ms | tok/sec: 391,268 | mfu: 4.7% | epoch: 1 | remaining: 59s    
step 01437 (80.4%) | loss: 3.151793 | lrm: 0.36 | dt: 171ms | tok/sec: 384,307 | mfu: 4.6% | epoch: 1 | remaining: 59s    
step 01438 (80.4%) | loss: 3.152200 | lrm: 0.36 | dt: 168ms | tok/sec: 390,191 | mfu: 4.7% | epoch: 1 | remaining: 59s    
step 01439 (80.5%) | loss: 3.142158 | lrm: 0.35 | dt: 169ms | tok/sec: 388,776 | mfu: 4.7% | epoch: 1 | remaining: 58s    
step 01440 (80.5%) | loss: 3.139275 | lrm: 0.35 | dt: 168ms | tok/sec: 389,464 | mfu: 4.7% | epoch: 1 | remaining: 58s    
step 01441 (80.6%) | loss: 3.142886 | lrm: 0.35 | dt: 171ms | tok/sec: 384,272 | mfu: 4.6% | epoch: 1 | remaining: 58s    
step 01442 (80.7%) | loss: 3.134851 | lrm: 0.35 | dt: 169ms | tok/sec: 388,834 | mfu: 4.7% | epoch: 1 | remaining: 58s    
step 01443 (80.7%) | loss: 3.138584 | lrm: 0.35 | dt: 169ms | tok/sec: 387,148 | mfu: 4.6% | epoch: 1 | remaining: 58s    
step 01444 (80.8%) | loss: 3.128859 | lrm: 0.35 | dt: 169ms | tok/sec: 388,554 | mfu: 4.7% | epoch: 1 | remaining: 58s    
step 01445 (80.8%) | loss: 3.126442 | lrm: 0.35 | dt: 169ms | tok/sec: 388,533 | mfu: 4.7% | epoch: 1 | remaining: 57s    
step 01446 (80.9%) | loss: 3.124727 | lrm: 0.35 | dt: 168ms | tok/sec: 389,618 | mfu: 4.7% | epoch: 1 | remaining: 57s    
step 01447 (80.9%) | loss: 3.116724 | lrm: 0.35 | dt: 168ms | tok/sec: 390,108 | mfu: 4.7% | epoch: 1 | remaining: 57s    
step 01448 (81.0%) | loss: 3.114204 | lrm: 0.35 | dt: 170ms | tok/sec: 386,316 | mfu: 4.6% | epoch: 1 | remaining: 57s    
step 01449 (81.0%) | loss: 3.127583 | lrm: 0.34 | dt: 173ms | tok/sec: 378,154 | mfu: 4.5% | epoch: 1 | remaining: 57s    
